"doc_id","court_code","cause_num","adjudication_date"
50068885,422,"205/3032/14-к","2014-04-10"
50068953,422,"205/4031/14-к","2014-05-19"
50068954,422,"205/4033/14-к","2014-05-19"
50098906,435,"214/1240/15-к","2015-02-24"
50098908,435,"214/1247/15-к","2015-02-24"
50098936,435,"214/1878/15-к","2015-03-20"
50101613,904,"341/305/15-к","2015-02-10"
50101614,904,"341/301/15-к","2015-02-10"
50101615,904,"341/407/15-к","2015-02-25"
50101616,904,"341/303/15-к","2015-02-10"
50101617,904,"341/408/15-к","2015-02-25"
50101619,904,"341/411/15-к","2015-02-25"
50101621,904,"341/410/15-к","2015-02-25"
50101622,904,"341/412/15-к","2015-02-25"
50101624,904,"341/409/15-к","2015-02-25"
50125817,225,"147/1556/14-к","2014-12-23"
50125829,225,"147/1542/14-к","2014-12-22"
50125831,225,"147/1555/14-к","2014-12-23"
50125844,225,"147/174/15-к","2015-02-12"
50125849,225,"147/177/15-к","2015-02-14"
50125852,225,"147/173/15-к","2015-02-12"
50125853,225,"147/172/15-к","2015-02-12"
50125854,225,"147/191/15-к","2015-02-16"
50125856,225,"147/175/15-к","2015-02-14"
50125860,225,"147/192/15-к","2015-02-16"
50129405,538,"265/2926/14-к","2014-05-08"
50130720,706,"302/479/15-к","2015-05-06"
50130730,706,"302/531/15-к","2015-05-18"
50130738,706,"302/555/15-к","2015-05-22"
50130739,706,"302/550/15-к","2015-05-22"
50130742,706,"302/552/15-к","2015-05-22"
50130743,706,"302/548/15-к","2015-05-22"
50130748,706,"302/636/15-к","2015-06-15"
50130751,706,"302/635/15-к","2015-06-15"
50130797,706,"302/258/14-к","2014-03-05"
50130798,706,"302/256/14-к","2014-03-05"
50130817,706,"302/424/14-к","2014-04-03"
50130825,706,"302/480/15-к","2015-05-06"
50130827,706,"302/439/14-к","2014-04-07"
50130832,706,"302/530/15-к","2015-05-18"
50130839,706,"302/551/15-к","2015-05-22"
50130842,706,"302/549/15-к","2015-05-22"
50130898,706,"302/257/14-к","2014-03-05"
50130913,706,"302/1364/14-к","2014-11-05"
50130919,706,"302/425/14-к","2014-04-03"
50130920,706,"302/481/15-к","2015-05-06"
50130922,706,"302/1366/14-к","2014-11-05"
50130927,706,"302/438/14-к","2014-04-07"
50130928,706,"302/533/15-к","2015-05-18"
50130930,706,"302/1451/14-к","2014-11-25"
50130932,706,"302/1537/14-к","2014-12-23"
50130937,706,"302/554/15-к","2015-05-22"
50130941,706,"302/553/15-к","2015-05-22"
50130942,706,"302/1539/14-к","2014-12-23"
50130948,706,"302/637/15-к","2015-06-15"
50131007,706,"302/423/14-к","2014-04-03"
50131009,706,"302/440/14-к","2014-04-07"
50131016,706,"302/1452/14-к","2014-11-25"
50131054,706,"302/1365/14-к","2014-11-05"
50131056,706,"302/1450/14-к","2014-11-25"
50131059,706,"302/1538/14-к","2014-12-23"
50133416,809,"332/3269/14-к","2014-06-20"
50133425,809,"332/3263/14-к","2014-06-20"
50133561,809,"332/4560/14-к","2014-09-11"
50133565,809,"332/4560/14-к","2014-09-11"
50133570,809,"332/4560/14-к","2014-09-11"
50133572,809,"332/4560/14-к","2014-09-11"
50133732,809,"332/4560/14-к","2014-12-19"
50133737,809,"332/4560/14-к","2014-12-19"
50133753,809,"332/4560/14-к","2014-12-19"
50133755,809,"332/4560/14-к","2014-12-19"
50136425,819,"819/5596/2012","2012-12-26"
50139015,1318,"452/3684/14-к","2014-12-12"
50139016,1318,"452/3750/14-к","2014-12-16"
50139019,1318,"452/3749/14-к","2014-12-16"
50139027,1318,"452/3824/14-к","2014-12-23"
50139031,1318,"452/3825/14-к","2014-12-23"
50144921,1416,"489/6931/13-к","2013-08-27"
50145699,1503,"493/76/15-к","2015-01-17"
50145727,1503,"493/74/15-к","2015-01-17"
50145795,1503,"493/904/15-к","2015-04-29"
50152418,2120,"668/3900/14-к","2014-03-26"
50152425,2120,"668/3901/14-к","2014-03-26"
50152427,2120,"668/3739/14-к","2014-03-27"
50152436,2120,"668/3899/14-к","2014-03-26"
50152454,2120,"668/4601/14-к","2014-04-08"
50152461,2120,"668/4596/14-к","2014-04-08"
50152470,2120,"668/4594/14-к","2014-04-08"
50155305,2516,"741/278/14-к","2014-02-06"
50155319,2516,"741/417/14-к","2014-03-03"
50155324,2516,"741/279/14-к","2014-02-06"
50155326,2516,"741/420/14-к","2014-03-03"
50155328,2516,"741/256/14-к","2014-02-04"
50155331,2516,"741/452/14-к","2014-03-11"
50155336,2516,"741/477/14-к","2014-03-17"
50155337,2516,"741/257/14-к","2014-02-04"
50155340,2516,"741/483/14-к","2014-03-18"
50155342,2516,"741/437/14-к","2014-03-05"
50155343,2516,"741/416/14-к","2014-03-03"
50155344,2516,"741/488/14-к","2014-03-18"
50155346,2516,"741/451/14-к","2014-03-11"
50155350,2516,"741/475/14-к","2014-03-17"
50155351,2516,"741/419/14-к","2014-03-03"
50155353,2516,"741/418/14-к","2014-03-03"
50155354,2516,"741/482/14-к","2014-03-18"
50155357,2516,"741/435/14-к","2014-03-05"
50155363,2516,"741/436/14-к","2014-03-05"
50155369,2516,"741/453/14-к","2014-03-11"
50155372,2516,"741/476/14-к","2014-03-17"
50155376,2516,"741/486/14-к","2014-03-18"
50155388,2516,"741/1276/14-к","2014-09-16"
50155389,2516,"741/1295/14-к","2014-09-18"
50155393,2516,"741/1370/14-к","2014-10-06"
50155399,2516,"741/1373/14-к","2014-10-06"
50155401,2516,"741/1375/14-к","2014-10-06"
50155402,2516,"741/1274/14-к","2014-09-16"
50155408,2516,"741/1296/14-к","2014-09-18"
50155414,2516,"741/1376/14-к","2014-10-06"
50155416,2516,"741/1275/14-к","2014-09-16"
50155418,2516,"741/1372/14-к","2014-10-06"
50155421,2516,"741/1297/14-к","2014-09-18"
50155432,2516,"741/1371/14-к","2014-10-06"
50155434,2516,"741/1651/14-к","2014-12-08"
50155448,2516,"741/1650/14-к","2014-12-08"
50155466,2516,"741/1649/14-к","2014-12-08"
50157268,302,"155/735/14-к","2014-05-06"
50157280,302,"155/1523/14-к","2014-07-25"
50157283,302,"155/736/14-к","2014-05-06"
50157327,302,"155/1522/14-к","2014-07-25"
50160506,1104,"386/979/14-к","2014-08-29"
50168958,1310,"4-102/2010","2010-11-17"
50168966,1310,"4-108/2010","2010-11-24"
50169094,1329,"460/302/14-к","2014-01-25"
50169220,1329,"460/540/14-к","2014-02-18"
50169338,1329,"460/962/14-к","2014-03-31"
50169379,1329,"460/1066/14-к","2014-04-08"
50169563,1329,"460/1679/14-к","2014-05-28"
50169567,1329,"460/1676/14-к","2014-05-28"
50169579,1329,"460/1722/14-к","2014-05-30"
50169582,1329,"460/1719/14-к","2014-05-30"
50169797,1329,"460/2170/14-к","2014-07-08"
50169809,1329,"460/2271/14-к","2014-07-15"
50169832,1329,"460/2309/14-к","2014-07-17"
50169834,1329,"460/2356/14-к","2014-07-21"
50169850,1329,"460/2432/14-к","2014-07-25"
50169851,1329,"460/2429/14-к","2014-07-25"
50169902,1329,"460/2574/14-к","2014-08-05"
50169981,1329,"460/2744/14-к","2014-08-20"
50170049,1329,"460/2945/14-к","2014-09-09"
50170079,1329,"460/3028/14-к","2014-09-16"
50170187,1329,"460/3271/14-к","2014-10-07"
50170348,1329,"460/3501/14-к","2014-10-29"
50171331,2313,"702/838/14-к","2014-07-22"
50171365,2313,"702/839/14-к","2014-07-22"
50174832,1329,"460/4802/13-к","2013-12-21"
50180915,916,"353/200/15-к","2015-02-25"
50180918,916,"353/438/15-к","2015-05-13"
50180928,916,"353/436/15-к","2015-05-13"
50180929,916,"353/435/15-к","2015-05-13"
50181382,2313,"702/91/14-к","2014-02-04"
50181389,2313,"702/95/14-к","2014-02-04"
50182259,916,"353/201/15-к","2015-02-25"
54774321,520,"264/8394/15-к","2015-12-30"
54775612,1311,"446/2560/15-к","2015-12-30"
54775613,1311,"446/2805/15-к","2015-12-30"
54775615,1311,"446/2225/15-к","2015-12-30"
54776222,1510,"500/7624/15-к","2015-12-30"
54776226,1510,"500/7628/15-к","2015-12-30"
54776228,1510,"500/7621/15-к","2015-12-30"
54776233,1510,"500/7627/15-к","2015-12-30"
54776234,1510,"500/7620/15-к","2015-12-30"
54776236,1510,"500/7626/15-к","2015-12-30"
54776237,1510,"500/7625/15-к","2015-12-30"
54776240,1510,"500/7622/15-к","2015-12-30"
54776411,1805,"591/8770/15-к","2015-12-31"
54776491,1527,"523/19498/15-к","2015-12-29"
54776665,1805,"591/8770/15-к","2015-12-31"
54776773,1519,"521/20834/15-к","2015-12-31"
54776858,1901,"593/948/15-к","2015-07-14"
54776930,1915,"607/19604/15-к","2015-12-31"
54777173,1915,"607/19604/15-к","2015-12-31"
54777505,2505,"732/1769/15-к","2015-12-28"
54777567,1915,"607/19604/15-к","2015-12-31"
54777762,2216,"684/524/15-к","2015-06-16"
54777798,2505,"732/1771/15-к","2015-12-28"
54777914,1519,"521/20833/15-к","2015-12-31"
54777919,1527,"523/19500/15-к","2015-12-29"
54778102,2216,"684/965/15-к","2015-12-07"
54778249,419,"204/2952/15-к","2015-05-13"
54778261,419,"204/2948/15-к","2015-05-13"
54778275,419,"204/2950/15-к","2015-05-13"
54778284,419,"204/3627/15-к","2015-06-02"
54778676,404,"207/4283/15-к","2015-09-24"
54778703,404,"207/4283/15-к","2015-09-24"
54779037,412,"201/17896/15-к","2015-12-09"
54779040,412,"201/16677/15-к","2015-11-09"
54780599,442,"195/1654/15-к","2015-12-21"
54780647,442,"195/1655/15-к","2015-12-21"
54781851,2018,"640/20968/15-к","2015-12-24"
54782326,1013,"367/5047/13-к","2013-07-12"
54783611,1609,"552/7269/15-к","2015-12-31"
54783612,1609,"552/7270/15-к","2015-12-31"
54784293,1718,"572/4583/15-к","2015-12-30"
54784304,1718,"572/4582/15-к","2015-12-30"
54784313,1718,"572/4578/15-к","2015-12-30"
54784557,2018,"640/21511/15-к","2015-12-30"
54784567,2018,"640/21511/15-к","2015-12-30"
54784568,2018,"640/21511/15-к","2015-12-30"
54785719,2609,"760/22896/15-к","2015-12-31"
54786974,1309,"462/2860/15-к","2015-04-16"
54786979,1309,"462/3051/15-к","2015-04-23"
54786981,1309,"462/3187/15-к","2015-04-27"
54786988,1309,"462/3204/15-к","2015-04-27"
54786990,1309,"462/3257/15-к","2015-04-29"
54787013,1309,"462/2936/15-к","2015-04-20"
54787033,1309,"462/3110/15-к","2015-04-23"
54787037,1309,"462/3122/15-к","2015-04-23"
54787038,1309,"462/3120/15-к","2015-04-23"
54787039,1309,"462/3253/15-к","2015-04-29"
54787074,1309,"462/2877/15-к","2015-04-17"
54787112,1309,"462/3048/15-к","2015-04-23"
54787150,1309,"462/3115/15-к","2015-04-23"
54787267,1309,"462/3050/15-к","2015-04-23"
54787276,1309,"462/3208/15-к","2015-04-27"
54789635,519,"263/15133/15-к","2015-12-30"
54789637,519,"263/15094/15-к","2015-12-30"
54789638,519,"263/15135/15-к","2015-12-30"
54789644,519,"263/15136/15-к","2015-12-30"
54789645,519,"263/15169/15-к","2015-12-31"
54789927,1304,"461/15768/14-к","2015-12-30"
54789992,1304,"461/12205/15-к","2015-12-09"
54789998,1304,"461/12205/15-к","2015-12-09"
54790000,1304,"461/12205/15-к","2015-12-09"
54790297,1415,"479/1331/15-к","2015-12-31"
54792580,610,"279/12368/15-к","2015-12-30"
54792587,610,"279/12366/15-к","2015-12-30"
54792589,610,"279/12371/15-к","2015-12-29"
54792591,610,"279/12367/15-к","2015-12-30"
54792597,610,"279/12359/15-к","2015-12-30"
54792598,610,"279/12365/15-к","2015-12-29"
54792604,610,"279/12308/15-к","2015-12-30"
54792605,610,"279/12356/15-к","2015-12-30"
54792609,610,"279/12364/15-к","2015-12-29"
54792610,610,"279/12373/15-к","2015-12-30"
54792655,625,"294/1677/15-к","2015-12-29"
54792734,914,"351/1929/15-к","2015-12-03"
54792741,914,"351/1928/15-к","2015-12-03"
54792760,914,"351/2035/15-к","2015-12-22"
54793987,2033,"645/10243/15-к","2015-12-30"
54794511,1912,"604/1405/15-к","2015-12-29"
54794516,1912,"604/1404/15-к","2015-12-29"
54794517,1912,"604/1401/15-к","2015-12-29"
54794520,1912,"604/1408/15-к","2015-12-29"
54794521,1912,"604/1403/15-к","2015-12-29"
54794522,1912,"604/1412/15-к","2015-12-29"
54794526,1912,"604/1407/15-к","2015-12-29"
54794530,1912,"604/1411/15-к","2015-12-29"
54794537,1912,"604/1409/15-к","2015-12-29"
54794694,1912,"604/1402/15-к","2015-12-29"
54794695,1912,"604/1406/15-к","2015-12-29"
54794696,1912,"604/1410/15-к","2015-12-29"
54796714,614,"283/2974/15-к","2015-12-31"
54796722,615,"284/940/15-к","2016-01-04"
54796729,615,"284/939/15-к","2016-01-04"
54796830,1008,"362/2159/13-к","2013-04-10"
54798111,2314,"711/20/15-к","2015-01-15"
54798202,2314,"711/19/15-к","2015-01-15"
54798326,2602,"753/23428/15-к","2015-12-18"
54798334,2602,"753/23412/15-к","2015-12-18"
54798335,2602,"753/23534/15-к","2015-12-25"
54799629,2608,"759/19931/15-к","2015-12-30"
54799642,2608,"759/19921/15-к","2015-12-30"
54799687,2608,"759/19916/15-к","2015-12-30"
54799689,2608,"759/19927/15-к","2015-12-30"
54799695,2608,"759/19928/15-к","2015-12-30"
54799697,2608,"759/19926/15-к","2015-12-30"
54799844,2608,"759/19924/15-к","2015-12-30"
54799861,2608,"759/19914/15-к","2015-12-30"
54800402,2608,"759/19920/15-к","2015-12-30"
54800624,818,"335/13308/15-к","2015-12-30"
54800631,818,"335/13309/15-к","2015-12-30"
54800648,818,"335/13310/15-к","2015-12-30"
54801108,814,"334/11112/15-к","2015-12-29"
54801374,820,"324/2382/15-к","2015-11-25"
54802104,2215,"683/1494/15-к","2015-10-16"
54803047,413,"212/2684/15-к","2015-04-21"
54803077,413,"212/2686/15-к","2015-04-21"
54803083,413,"212/3645/15-к","2015-05-19"
54803087,413,"212/3644/15-к","2015-05-19"
54803112,413,"212/3646/15-к","2015-05-19"
54803121,413,"212/3849/15-к","2015-05-25"
54803147,413,"212/3642/15-к","2015-05-19"
54803154,413,"212/3850/15-к","2015-05-25"
54803191,418,"203/5833/15-к","2015-10-19"
54803199,418,"203/6634/15-к","2015-12-14"
54803307,421,"178/337/15-к","2015-03-13"
54803310,421,"178/339/15-к","2015-03-13"
54804635,1227,"428/570/15-к","2015-01-27"
54804639,1227,"428/569/15-к","2015-01-27"
54804661,1227,"428/563/15-к","2015-01-27"
54804798,1227,"428/1903/15-к","2015-03-06"
54804804,1227,"428/1906/15-к","2015-03-06"
54804827,1227,"428/1952/15-к","2015-03-06"
54804932,1227,"428/2574/15-к","2015-04-02"
54805452,1227,"428/8680/15-к","2015-09-10"
54805481,1227,"428/8682/15-к","2015-09-10"
54805485,1227,"428/8681/15-к","2015-09-10"
54805511,1227,"428/8678/15-к","2015-09-10"
54805520,1227,"428/8679/15-к","2015-09-10"
54806497,1227,"428/12400/15-к","2015-12-07"
54806498,1227,"428/12390/15-к","2015-12-07"
54806500,1227,"428/12392/15-к","2015-12-07"
54806527,1227,"428/12385/15-к","2015-12-07"
54806584,1227,"428/12383/15-к","2015-12-07"
54806587,1227,"428/12387/15-к","2015-12-07"
54806589,1227,"428/12396/15-к","2015-12-07"
54806592,1227,"428/12398/15-к","2015-12-07"
54807169,2407,"720/2544/15-к","2015-12-18"
54807663,1227,"428/12402/15-к","2015-12-07"
54807789,2407,"720/2474/15-к","2015-12-18"
54808563,215,"138/1031/15-к","2015-04-27"
54810328,2514,"740/5227/15-к","2016-01-04"
54811823,419,"204/1862/15-к","2015-03-21"
54811867,419,"204/1813/15-к","2015-03-19"
54812056,419,"204/1860/15-к","2015-03-21"
54812061,419,"204/2534/15-к","2015-04-21"
54812251,419,"204/1861/15-к","2015-03-21"
54812497,419,"204/2535/15-к","2015-04-21"
54812956,1622,"554/14654/15-к","2015-12-16"
54813178,1718,"572/4584/15-к","2016-01-04"
54813237,2008,"617/1/16-к","2016-01-04"
54813832,541,"266/4317/15-к","2015-12-30"
54813838,541,"266/4319/15-к","2015-12-30"
54813869,541,"266/4315/15-к","2015-12-30"
54813870,541,"266/4320/15-к","2015-12-30"
54813874,541,"266/4323/15-к","2015-12-30"
54813925,541,"266/4324/15-к","2015-12-30"
54814258,1309,"462/3666/15-к","2015-05-19"
54814260,1309,"462/3665/15-к","2015-05-19"
54814269,1309,"462/3679/15-к","2015-05-20"
54814315,1309,"462/5027/15-к","2015-07-17"
54814601,1515,"504/4610/15-к","2015-12-25"
54815030,419,"204/2533/15-к","2015-04-21"
54815952,541,"266/4318/15-к","2015-12-30"
54815953,541,"266/4322/15-к","2015-12-30"
54816024,1309,"462/3667/15-к","2015-05-19"
54816026,1309,"462/3678/15-к","2015-05-20"
54816093,1515,"504/4611/15-к","2015-12-25"
54816972,301,"154/2176/15","2015-07-14"
54816974,301,"154/2175/15","2015-07-14"
54817027,301,"154/2501/15","2015-08-05"
54817032,301,"154/2502/15","2015-08-05"
54817532,403,"200/25139/15-к","2015-11-24"
54817541,403,"200/25136/15-к","2015-11-24"
54817622,403,"200/26848/15-к","2015-12-22"
54817651,403,"200/24838/15-к","2015-11-19"
54817662,403,"200/24839/15-к","2015-11-19"
54817702,403,"200/25254/15-к","2015-12-04"
54818550,604,"295/17759/15-к","2015-12-30"
54818748,609,"296/5407/15-к","2015-05-20"
54818751,609,"296/5398/15-к","2015-05-20"
54819058,901,"338/1854/15-к","2015-12-30"
54819061,901,"338/1854/15-к","2015-12-30"
54819073,901,"338/1855/15-к","2015-12-30"
54819095,901,"338/1855/15-к","2015-12-30"
54819725,901,"338/1854/15-к","2015-12-30"
54819985,1109,"404/4/16-к","2016-01-04"
54821487,2035,"646/4769/15-к","2015-12-31"
54821490,2035,"646/4769/15-к","2015-12-31"
54821701,2607,"758/15487/15-к","2015-12-28"
54821703,2607,"758/15483/15-к","2015-12-28"
54822586,2608,"759/19915/15-к","2015-12-30"
54823146,232,"127/28254/15-к","2015-12-23"
54823164,232,"127/28316/15-к","2015-12-24"
54823426,814,"334/11121/14-к","2015-12-29"
54823427,814,"334/11118/15-к","2015-12-29"
54823429,814,"334/11116/15-к","2015-12-29"
54823430,814,"334/11113/15-к","2015-12-29"
54823431,814,"334/11121/15-к","2015-12-29"
54823441,814,"334/11114/15-к","2015-12-29"
54824678,826,"329/7/16-к","2016-01-05"
54824691,826,"329/9/16-к","2016-01-05"
54824721,826,"329/5/16-к","2016-01-05"
54824729,826,"329/8/16-к","2016-01-05"
54824746,826,"329/6/16-к","2016-01-05"
54824751,826,"329/12/16-к","2016-01-05"
54824767,826,"329/4/16-к","2016-01-05"
54824775,826,"329/10/16-к","2016-01-05"
54827109,1810,"580/2275/15-к","2015-12-07"
54827508,2216,"684/966/15-к","2015-12-07"
54827790,2512,"738/8/16-к","2016-01-05"
54827791,2512,"738/6/16-к","2016-01-05"
54829413,301,"154/3867/15","2015-12-28"
54832486,610,"279/12386/15-к","2016-01-04"
54832491,1312,"463/5798/15-к","2015-12-25"
54832506,1312,"463/5798/15-к","2015-12-25"
54832536,610,"279/12370/15-к","2016-01-04"
54832577,611,"280/1906/15-к","2015-12-28"
54832628,611,"280/1905/15-к","2015-12-28"
54832670,1312,"463/6482/15-к","2015-12-30"
54832719,1312,"463/6406/15-к","2015-12-25"
54832751,625,"294/1596/15-к","2016-01-04"
54832760,625,"294/1595/15-к","2016-01-04"
54833206,1327,"459/4076/15-к","2015-12-23"
54833225,1327,"459/4137/15-к","2015-12-28"
54833261,1327,"459/4083/15-к","2015-12-23"
54833427,1327,"459/4085/15-к","2015-12-23"
54833900,1602,"525/6/16-к","2016-01-05"
54833934,1602,"525/5/16-к","2016-01-05"
54834063,2113,"658/4203/15-к","2015-11-17"
54834134,2113,"658/4204/15-к","2015-11-17"
54834183,2113,"658/4679/15-к","2015-12-23"
54834184,2113,"658/4677/15-к","2015-12-23"
54834600,2506,"750/12874/15-к","2016-01-05"
54834610,2506,"750/12858/15-к","2016-01-05"
54834621,2506,"750/12864/15-к","2016-01-05"
54834629,2506,"750/12862/15-к","2016-01-05"
54834659,2506,"750/12866/15-к","2016-01-05"
54835185,2604,"755/21829/15-к","2015-12-08"
54836088,2020,"641/12201/15-к","2015-12-29"
54836195,2604,"755/22186/15-к","2015-12-14"
54836318,1312,"463/5798/15-к","2015-12-25"
54836483,2113,"658/4205/15-к","2015-11-17"
54836498,2113,"658/4678/15-к","2015-12-23"
54837942,429,"185/6451/15-к","2015-06-08"
54837954,429,"185/4310/15-к","2015-04-17"
54837979,429,"185/5874/15-к","2015-05-22"
54838022,429,"185/6452/15-к","2015-06-08"
54838082,429,"185/12048/15-к","2015-12-01"
54838083,429,"185/12246/15-к","2015-12-09"
54838126,429,"185/12730/15-к","2015-12-24"
54838161,429,"185/543/15-к","2015-01-23"
54838162,429,"185/12840/15-к","2015-12-29"
54838175,429,"185/12884/15-к","2015-12-29"
54838207,429,"185/4431/15-к","2015-04-23"
54838241,429,"185/6453/15-к","2015-06-08"
54838249,429,"185/12615/15-к","2015-12-22"
54838259,429,"185/5875/15-к","2015-05-22"
54838367,429,"185/12732/15-к","2015-12-24"
54838597,604,"295/17354/15-к","2015-12-16"
54838615,604,"295/17304/15-к","2015-12-15"
54838638,604,"295/17262/15-к","2015-12-15"
54838644,604,"295/17272/15-к","2015-12-15"
54838645,604,"295/17274/15-к","2015-12-14"
54838650,604,"295/17390/15-к","2015-12-17"
54838652,604,"295/17236/15-к","2015-12-15"
54838657,604,"295/17409/15-к","2015-12-17"
54838658,604,"295/17386/15-к","2015-12-17"
54838669,604,"295/17284/15-к","2015-12-15"
54838674,604,"295/17362/15-к","2015-12-17"
54838676,604,"295/17293/15-к","2015-12-15"
54838691,604,"295/17393/15-к","2015-12-17"
54838699,604,"295/17255/15-к","2015-12-14"
54838707,604,"295/17294/15-к","2015-12-14"
54838710,604,"295/17281/15-к","2015-12-15"
54838744,604,"295/17259/15-к","2015-12-15"
54838750,604,"295/17285/15-к","2015-12-15"
54838756,604,"295/17253/15-к","2015-12-15"
54838762,604,"295/17221/15-к","2015-12-15"
54838798,604,"295/17388/15-к","2015-12-18"
54838804,604,"295/17257/15-к","2015-12-14"
54838807,604,"295/17385/15-к","2015-12-17"
54838830,604,"295/17289/15-к","2015-12-15"
54838839,604,"295/17251/15-к","2015-12-15"
54838872,604,"295/17333/15-к","2015-12-16"
54838873,604,"295/17291/15-к","2015-12-15"
54838895,604,"295/17295/15-к","2015-12-14"
54838910,604,"295/17292/15-к","2015-12-15"
54838934,604,"295/17282/15-к","2015-12-14"
54840040,1015,"369/14006/15-к","2015-12-31"
54841180,2009,"618/1/16-к","2016-01-06"
54841292,2017,"624/11/16-к","2016-01-05"
54841395,2035,"646/8/16-к","2016-01-05"
54841411,2035,"646/8/16-к","2016-01-05"
54841542,2035,"646/8/16-к","2016-01-05"
54842621,2606,"757/10336/13-к","2013-05-17"
54842762,2607,"758/15659/15-к","2015-12-30"
54843550,2609,"760/16/16-к","2016-01-05"
54844406,215,"138/3438/15-к","2016-01-06"
54844433,1510,"500/37/16-к","2016-01-06"
54844435,1510,"500/38/16-к","2016-01-06"
54844436,1510,"500/14/16-к","2016-01-06"
54844437,1510,"500/13/16-к","2016-01-06"
54844441,1510,"500/15/16-к","2016-01-06"
54844442,1510,"500/36/16-к","2016-01-06"
54844516,519,"263/74/16-к","2016-01-06"
54844882,810,"317/17/16-к","2016-01-05"
54845013,810,"317/18/16-к","2016-01-05"
54845148,810,"317/20/16-к","2016-01-05"
54845499,826,"329/21/16-к","2016-01-06"
54845550,826,"329/19/16-к","2016-01-06"
54845551,826,"329/20/16-к","2016-01-06"
54845950,1422,"485/4/16-к","2016-01-05"
54846033,1422,"485/4/16-к","2016-01-05"
54846112,1422,"485/4/16-к","2016-01-05"
54846132,1507,"497/9/16-к","2016-01-05"
54847374,2210,"678/3/16-к","2016-01-06"
54847409,2208,"676/17/16-к","2016-01-05"
54847441,2210,"678/2/16-к","2016-01-06"
54847450,2208,"676/1/16-к","2016-01-06"
54847459,2210,"678/4/16-к","2016-01-06"
54847910,2514,"740/3/16-к","2016-01-06"
54849490,2606,"757/18594/13-к","2013-09-03"
54849491,2606,"757/18595/13-к","2013-09-03"
54849492,2606,"757/18601/13-к","2013-09-03"
54849982,2606,"757/10875/14-к","2014-05-06"
54850050,2606,"757/10874/14-к","2014-05-06"
54850426,2606,"757/34712/14-к","2014-11-26"
54850451,2606,"757/34710/14-к","2014-11-26"
54850490,2606,"757/34713/14-к","2014-11-26"
54850500,2606,"757/34703/14-к","2014-11-26"
54850501,2606,"757/34704/14-к","2014-11-26"
54850779,2606,"757/10873/14-к","2014-05-06"
54850863,2606,"757/34720/14-к","2014-11-26"
54851050,1622,"554/14729/15-к","2015-12-21"
54851063,1622,"554/14729/15-к","2015-12-21"
54851210,1622,"554/14729/15-к","2015-12-21"
54851632,1407,"473/41/16-к","2016-01-08"
54851633,1407,"473/41/16-к","2016-01-08"
54851636,1407,"473/41/16-к","2016-01-08"
54853535,1212,"414/1756/15-к","2015-09-29"
54853539,1212,"414/1752/15-к","2015-09-29"
54853545,1212,"414/1844/15-к","2015-10-15"
54854393,1622,"554/13173/15-к","2015-12-10"
54854399,1622,"554/13173/15-к","2015-12-10"
54854408,1622,"554/13173/15-к","2015-12-10"
54854807,1308,"444/8/16-к","2016-01-05"
54855190,1911,"603/765/15-к","2015-12-04"
54855406,2506,"750/12891/15-к","2016-01-06"
54855421,2506,"750/12894/15-к","2016-01-06"
54855494,2515,"751/50/16-к","2015-01-06"
54856547,1312,"463/27/16-к","2016-01-06"
54856661,2506,"750/12889/15-к","2015-01-06"
54856672,2515,"751/42/16-к","2015-01-06"
54860477,1607,"530/194/15-к","2015-02-09"
54860495,1607,"530/193/15-к","2015-02-09"
54860512,1607,"530/782/15-к","2015-05-22"
54860513,1607,"530/781/15-к","2015-05-22"
54860514,1607,"530/788/15-к","2015-05-22"
54860721,1607,"530/785/15-к","2015-05-22"
54860728,1607,"530/786/15-к","2015-05-22"
54860830,1607,"530/784/15-к","2015-05-22"
54860886,2604,"755/14959/15-к","2015-08-06"
54860889,2604,"755/14948/15-к","2015-08-06"
54860890,2604,"755/15032/15-к","2015-08-07"
54860939,2604,"755/17338/15-к","2015-09-11"
54861028,2604,"755/15712/15-к","2015-11-17"
54861033,2604,"755/15712/15-к","2015-11-17"
54861070,2604,"755/1710/15-к","2015-01-23"
54861073,2604,"755/1713/15-к","2015-01-23"
54861081,2604,"755/1781/15-к","2015-01-30"
54861082,2604,"755/1783/15-к","2015-01-30"
54861083,2604,"755/2055/15-к","2015-01-30"
54861084,2604,"755/2054/15-к","2015-01-30"
54861094,2604,"755/1780/15-к","2015-01-30"
54861095,2604,"755/1784/15-к","2015-01-30"
54861108,2604,"755/2515/15-к","2015-02-02"
54861109,2604,"755/2533/15-к","2015-01-30"
54861119,2604,"755/2571/15-к","2015-02-02"
54861121,2604,"755/2569/15-к","2015-02-02"
54861122,2604,"755/2574/15-к","2015-02-02"
54861123,2604,"755/2579/15-к","2015-02-02"
54861125,2604,"755/2580/15-к","2015-02-02"
54861126,2604,"755/2643/15-к","2015-02-02"
54861127,2604,"755/2530/15-к","2015-02-02"
54861129,2604,"755/2531/15-к","2015-02-02"
54861131,2604,"755/2625/15-к","2015-02-02"
54861132,2604,"755/2630/15-к","2015-02-02"
54861134,2604,"755/2620/15-к","2015-02-02"
54861147,2604,"755/2045/15-к","2015-02-02"
54861156,2604,"755/11445/15-к","2015-06-11"
54861157,2604,"755/11440/15-к","2015-06-11"
54861160,2604,"755/11801/15-к","2015-06-16"
54861642,2604,"755/14948/15-к","2015-08-06"
54861654,2604,"755/14956/15-к","2015-08-06"
